564:518,8,650,15,84,564,861,76,289,6
582:616,564,29,15,76,861,518,162,84,1196
585:17,654,616,8,245,518,542,302,185,58
590:8,654,542,2073,518,736,15,101,76,564
601:31717,75023,118676,48912,121234,90054,69110,27912,121660,90819
618:15,17,302,1535,654,616,542,518,8,1955
624:30834,76573,63955,59495,117700,97030,111588,64982,35158,73060
627:83175,19731,4671,11539,10071,32661,5512,1077,7334,311
628:44302,12874,14641,17548,608,52495,47533,90011,68065,15976
632:81,226,931,780,14754,1435,986,36681,28950,31195
633:654,302,58,8,61,15,1196,564,518,76
634:8167,226,6202,48076,17339,39851,22689,14841,508,25910
646:20382,1913,17,546,1995,709,20467,22856,1200,262
666:10981,911,35817,4510,11590,18920,1337,8772,39399,5975
667:17,616,518,654,58,302,364,65,15,542
669:17363,53330,94872,57258,3177,39442,73095,34298,14947,24453
678:17,654,302,58,518,542,76,8,84,861
680:17,616,654,8,58,1196,15,650,518,301
681:441,245,4513,76,508,17,16036,13,710,719
682:1528,2318,76,7711,9783,18240,14754,2460,336,9531
683:15918,22855,112536,25771,866,35676,226,669,45128,86473
684:168,984,719,8860,661,29161,1528,5480,11470,22890
715:12861,2543,8392,11855,311,1753,59850,1547,17486,4671
716:17,616,302,58,654,15,861,542,8,29
741:168,574,8860,984,1400,463,1803,8733,5738,17
750:564,15,8,61,32,76,6,138,162,301
754:17,302,58,616,654,542,76,32,61,29
756:542,616,15,285,289,1102,650,736,84,76
757:84976,698,616,6545,1535,76,1196,2944,1555,27977
758:15,17,302,616,19354,654,32,356,76,285
763:17,84,736,542,29,8,650,518,354,15
773:28635,7742,76,17,736,616,302,41290,654,94677
774:17,302,518,1196,650,61,8,564,76,6
775:542,58,518,15,245,76,101,787,564,70
782:245,616,518,8,7145,61,1405,508,654,542
784:17,302,542,518,76,650,84,289,101,861
793:13203,654,11396,8,29,616,518,236,542,3448
803:17,302,1119,138,508,654,245,787,616,1382
813:17,616,654,302,518,542,61,650,29,101
815:654,302,58,542,15,508,8,518,32,76
817:8,616,58,138,518,564,650,29,76,15
818:984,5480,8860,1326,135,2103,7994,463,760,1528
823:17,1744,70,94,654,245,518,616,1382,1023
825:654,616,58,8,518,29,650,542,70,508
833:302,58,8,564,84,861,508,1196,1405,76
835:616,58,654,542,518,302,76,564,15,101
838:8066,219,862,2215,113566,6344,9412,59120,84808,45281
844:58,8,101,76,518,354,554,289,1196,542
850:354,17,102432,43694,122457,16725,75257,73567,14840,85755
856:364,162,6,70,1405,103,486,138,327,62
857:302,289,542,6,861,564,8,518,76,736
874:302,518,58,787,29,508,84,364,119,861
891:361,17,654,302,354,84,616,29,58,650
899:17,616,302,654,8,518,84,15,542,76
900:2447,398,5598,3829,8209,24211,17,4126,13388,16155
911:76,16701,302,20416,650,564,698,654,616,542
918:17,654,616,8,302,1410,245,518,542,327
925:17,138,302,654,616,8,58,84,564,6
926:58,302,542,8,6,322,650,861,32,518
937:518,616,542,654,1405,302,245,58,508,1119
949:1790,22114,31189,121401,4076,105059,73976,107650,34453,96168
964:2403,17,3207,970,947,4268,94,518,353,8
970:5998,14636,2656,8,9093,4300,4613,84,50946,5010
977:17,554,518,650,29,15,61,322,364,736
981:4513,1002,3618,710,3506,1744,1340,1256,245,1410
982:17,354,3142,616,1382,86569,42151,10193,65410,16219
984:17,616,58,654,15,245,650,542,8,61
992:17,508,654,518,1382,616,650,245,302,2068
993:18057,616,654,58,518,564,84,542,1196,1102
998:17,616,654,58,302,542,15,1102,84,29
1000:17,58,542,902,8,518,61,84,1196,101
1007:654,17,29,564,542,8,1196,518,6,736
1027:168,661,1400,1326,801,574,10267,2103,760,5557
1028:17,616,302,542,861,736,61,518,15,58
1044:17,654,302,84,616,58,8,518,861,650
1045:17,8,542,518,564,76,101,58,70,94
1049:17,81,103,76,262,616,245,564,500,32
1068:1002,710,8928,441,1256,3506,13853,4513,6315,8
1069:654,518,8,542,1119,84,564,76,736,301
1070:17,15,542,650,616,58,518,564,32,84
1082:542,518,84,15,650,101,1102,32,1196,61
1083:1034,57973,91814,115559,94767,100067,1109,5581,13829,3297
1088:17,616,564,245,302,654,13337,15383,32,542
1094:616,58,61,508,70,1405,1023,32,787,29
1116:654,65,76,616,564,302,650,84,245,4249
1121:17,654,1578,61,29,99297,84,289,568,1102
1125:654,542,616,302,58,61,84,138,564,103
1127:17,8,542,302,616,654,15,564,518,1405
1132:17,302,327,654,15,542,650,58,8,32
1133:15,8,518,61,508,650,32,76,354,1023
1140:58,302,616,29,542,289,84,61,564,15
1141:787,327,17,14259,103,7677,91901,84,8,101
1148:17,1382,302,99417,508,650,8,616,12670,76
1153:17,616,654,58,542,564,861,518,650,15
1163:1097,22563,118042,713,50299,48755,86017,29070,93870,42996
1166:17,616,103,518,8,15,61,1405,564,32
1172:17,616,302,518,654,58,15,65,656,327
1192:17,616,302,58,542,8,650,363,564,518
1204:654,616,58,650,94,70,101,322,17,6
1208:29,654,616,302,17,58,861,285,8,650
1209:168,17,719,76,5480,654,661,8860,564,574
1234:168,719,984,574,1400,661,463,1326,8860,5480
1236:17,61,616,15,302,32,654,58,29,8566
1245:616,542,654,302,518,508,8,58,131,65
1263:302,17,58,542,650,84,8,285,518,76
1267:542,564,1196,616,902,19300,2868,1614,29552,17220
1269:4755,2880,1352,3107,189,5624,12990,1712,6434,8848
1288:67016,1017,692,654,398,138,1555,1140,32,5568
1295:15,861,616,61,542,564,518,486,32,101
1296:17,654,58,650,29,8,76,542,84,518
1302:654,616,17,302,861,542,15,76,650,29
1305:302,17,84,58,542,787,736,8,15,28
1342:2026,72675,39096,656,518,84,22441,49357,88233,1126
1382:17,302,616,8,654,84,58,650,518,364
1389:75115,40853,1305,61636,4245,30727,71313,1462,6836,76
1391:26376,32,17,302,787,674,58,650,402,29
1397:81,986,226,1749,140,3819,2379,2967,1884,5355
1402:616,101,650,302,58,8,564,61,518,486
1405:106442,92558,96890,4697,24722,866,361,238,698,262
1407:1324,285,90346,69841,31815,34180,51254,21143,103501,17
1408:17,787,302,1359,616,654,542,245,65,61
1409:616,8,101,542,6503,285,908,564,387,508
1412:17,58,654,542,84,2013,302,146,616,518
1413:542,15,101,32,6,285,322,162,861,62
1418:654,15,542,564,76,61,650,736,1382,94
1419:4755,4825,3172,378,1712,7831,6434,7880,8848,12990
1420:302,8,654,736,616,58,1023,29,518,285
1427:17,15,518,564,8,61,84,29,245,1102
1430:58,1196,76,6346,2657,766,4522,3057,8,518
1431:654,616,285,58,542,15,8,6,564,84
1435:616,58,61,302,101,322,364,84,76,1196
1437:698,70,17,81,616,542,564,76,58,2139
1441:6559,11713,55685,82748,89122,32246,34364,38302,111336,85706
1447:17,518,302,70,654,616,8,84,58,76
1448:373,654,2326,42095,8153,245,23365,6559,10851,4138
1457:322,17,616,15,518,542,58,302,654,4013
1458:17,15,616,58,76,650,302,402,84,101
1469:302,58,616,542,564,61,518,861,289,1405
1477:17,245,654,103,302,61,616,542,76,518
1486:168,984,719,5480,5557,8783,752,8860,9417,574
1490:10973,508,17,302,616,32,103,1109,2121,7468
1491:8,616,654,542,302,58,564,76,518,364
1500:58,245,302,861,518,61,1196,650,15,84
1503:58,654,8,616,542,289,650,564,76,1196
1517:5111,19617,7160,62535,74507,40878,79152,1790,38344,10316
1518:8,84,17,32,616,9093,902,650,554,354
1535:236,302,58,654,3448,4203,542,650,84,29
1551:616,542,8,650,15,518,61,103,736,364
1552:89980,4194,19245,29723,15294,13992,13544,70,81,226
1553:58,518,654,17,542,564,616,1196,302,8
1559:654,616,302,15,62,76,5991,29,518,84
1560:17,103,518,58,15,61,302,564,131,76
1561:616,17,542,58,15,518,76,902,84,61
1562:616,654,8,29,542,564,518,787,162,650
1569:986,81,2967,3756,226,3819,8039,34595,13400,140
1570:616,17,302,654,58,84,8,101,1102,18835
1588:3886,53,1119,84,48,182,245,542,32,42737
1589:654,616,58,15,542,518,508,8,564,568
1591:69776,35223,21245,105527,119476,101061,6878,12431,75956,39766
1601:17,1119,899,616,302,15,58,654,6,542
1602:17,518,616,654,8,15,302,32,508,58
1629:518,17,8,616,654,787,302,29,76,84
1634:8337,13782,9557,6299,6901,100512,30526,83050,31739,347
1642:8,654,58,542,518,302,289,32,650,564
1653:17,654,542,616,564,302,138,1102,8,29
1654:302,29,650,8,542,84,101,564,32,518
1655:8,654,245,15,542,16514,289,76,29,650
1668:616,8,650,15,32,861,518,564,29,162
1681:17,518,616,542,8,58,15,84,61,902
1703:654,1119,302,32,518,58,616,564,15,70
1721:61,15,17,103,616,302,58,654,245,289
1727:17,68712,5315,861,616,564,1499,656,58,787
1728:302,616,1382,58,61,84,542,30828,6,1196
1745:245,807,17,28,31790,1339,14969,8,568,1382
1746:101,17,616,654,542,302,285,1102,58,15
1751:84,8,508,327,76,1382,947,32,616,302
1756:8,1733,1102,61,944,654,542,803,15,12601
1758:17,616,302,301,1220,654,76,58,542,650
1761:25716,23824,13895,66480,70,19433,34553,361,30210,931
1767:616,15,518,363,322,32,58,8,61,542
1779:1674,65741,37843,8635,67185,103533,99455,73942,117015,120615
1780:9354,10404,1609,18239,13960,731,32648,64,67574,10503
1783:17,302,8,58,518,650,542,84,902,76
1787:616,518,564,15,32,508,902,62,61,483
1788:17,780,18777,508,14906,2345,15676,18448,8,14761
1794:17,616,564,15,654,302,8,58,245,518
1796:654,542,8,650,15,29,61,861,285,162
1803:542,616,17,8,654,32,302,58,61,2200
1820:10041,1352,2880,189,1712,6434,12990,8848,5624,17
1821:654,17,518,94,616,8,2302,61,542,15
1822:17,302,654,616,58,8,861,554,29,354
1823:17,84,6,650,15,542,564,736,138,285
1840:616,542,650,61,564,861,508,354,60,1405
1841:984,8860,463,1326,5480,2103,1400,574,3211,9491
1842:17,58,302,29,616,861,8,542,84,518
1850:285,17,28,616,29,289,84,62,654,1102
1853:17,302,508,15,76,58,654,8,616,22755
1854:17,654,302,542,8,564,101,32,76,245
1862:302,616,542,4671,15,1382,1102,245,8427,7622
1880:17,1119,354,32,518,8,84,43705,131,245
1883:302,654,8,58,542,518,76,32,650,61
1890:8,654,302,3448,990,616,4203,776,564,650
1891:17,179,616,302,2790,273,841,8105,54603,36335
1893:654,302,616,58,29,15,289,61,364,76
1894:654,616,58,564,542,508,8,518,15,138
1911:29727,53100,78658,29654,91907,17316,106596,2089,741,9127
1912:17,224,8,302,616,138,654,518,1762,58
1913:17,29,302,616,654,8,5662,4032,58,1410
1930:2548,197,5111,8069,7160,5627,465,27094,24752,13049
1932:95798,30513,33562,64,9354,2139,5097,12637,32351,10404
1950:15,542,61,861,1196,32,554,364,508,245
1951:2121,1360,17,542,564,654,1287,616,94,32
1952:17,616,861,542,162,15,8,84,76,564
2005:302,15,542,29,650,564,518,61,32,1196
2017:26739,31960,58802,28681,6957,11155,103789,80990,53637,26192
2025:236,17,776,10075,6766,8861,564,11621,616,1558
2030:17,654,15,302,568,650,32,8,616,518
2034:6186,57937,22904,9914,119487,43289,22928,53471,6484,21620
2038:17,654,12222,616,58,8,542,84,508,15
2046:27296,10492,91537,11199,13889,75951,9289,3672,17567,17185
2058:12597,17944,121818,48197,43327,1410,12495,285,1790,1549
2068:245,17,616,8,654,542,1405,15,302,70
2070:13580,84,1102,61,654,542,76,15,508,510
2071:302,616,518,58,70,364,1405,508,76,61
2072:4364,101,650,2980,2302,2955,616,6210,1267,131
2074:5975,10180,2543,4671,533,7926,13998,11468,1011,17316
2075:654,302,15,61,542,101,8,76,84,861
2076:104101,866,361,238,698,262,2139,500,358,409
2077:17,654,616,58,76,650,518,508,656,245
2080:17,654,58,101,650,518,564,861,1196,356
2085:17,654,616,518,899,58,542,302,8,48
2097:616,58,654,364,302,15,245,1086,84,564
2112:1400,5480,984,463,1326,65,661,17,8860,76
2115:17,542,616,302,8,58,84,654,245,564
2116:17,224,616,8,654,302,1119,542,15,891
2123:17,8,48,899,518,1410,616,654,76,245
2135:103,17,1966,1359,70,1126,472,1382,1471,32
2141:2204,698,81,65080,986,34319,46823,9121,30681,7211
2147:3448,10075,4756,14750,3233,7682,3250,16911,13636,24718
2154:719,8860,5480,1326,661,463,2103,5738,1528,17
2160:15,17,302,32,554,8,29,902,650,861
2162:7118,661,2012,719,5480,1400,760,1528,463,7838
2170:17,58,302,564,15,542,8,76,29,364
2177:14500,17,1326,459,224,3137,899,1023,4009,1682
2184:58,616,650,542,289,6,483,1102,61,84
2185:17,302,564,8,76,616,654,518,84,650
2187:2548,840,8069,157,3196,197,10541,5111,27070,13049
2211:101523,1539,17,62500,5111,13049,1382,616,508,8069
2223:533,39913,26987,121289,47188,97409,121676,39127,74013,58985
2243:17,245,441,616,15,654,8,518,302,4513
2244:616,17,654,302,8,518,58,542,84,289
2247:3249,12575,11447,58,302,654,84,616,650,6
2250:49715,21826,7838,57782,801,5557,4873,2634,20514,22792
2253:17,226,986,70,508,616,76,5103,58,1884
2260:23423,168,719,2715,1460,1326,5738,1205,2318,2337
2261:616,654,302,58,542,32,76,1382,61,15
2262:96,16938,23540,63491,102649,26504,86919,95489,120710,37774
2290:29,650,542,15,518,285,61,554,6,162
2291:17,616,8,6,542,162,15,564,13636,32
2293:17,616,236,84198,84,1102,939,1405,302,656
2301:429,4032,17,1102,182,7611,65,2668,84,5567
2302:16229,245,39395,33882,353,2714,63084,763,2233,5117
2304:719,661,984,5480,1326,1528,76,10267,463,5557
2318:654,15,84,245,61,564,101,29,76,1102
2325:1102,245,65,899,8,654,302,58,84,616
2335:17,654,245,8,616,302,289,29,84,15
2343:55516,17,1549,302,3517,6094,9500,1462,14476,6353
2346:654,302,301,76,564,289,101,508,354,17
2347:57380,76973,103966,1480,37021,54589,66529,20527,77100,24328
2348:17,654,616,302,58,542,8,15,364,84
2362:669,225,4292,7680,1592,2983,924,5184,1989,98
2363:17,650,616,76,94,302,518,542,8,32
2364:2655,101396,20185,28123,71109,46735,302,650,616,8
2369:17,6098,5638,14964,5598,37386,8,616,9388,8209
2373:49219,953,1102,17,1239,654,33096,71826,106823,51625
2381:302,654,17,29,58,616,84,542,6,138
2382:787,17,131,1382,616,1471,245,327,947,483
2384:17,1119,245,11579,84,6289,616,654,302,518
2385:17,302,1102,58,616,1405,364,8,542,861
2392:2703,51294,110306,48933,66872,60502,53913,114051,12981,45794
2393:17,616,302,8,654,58,1382,542,84,564
2394:616,654,542,58,302,15,650,564,1196,76
2395:17,616,650,8,84,1102,101,15,289,1196
2399:17,76,302,1023,654,616,138,564,58,8
2405:17,58,654,542,8,302,15,518,29,101
2407:17,1649,76,616,1730,654,650,10039,302,542
2408:654,302,76,301,289,542,29,354,84,650
2419:58,76,542,568,44167,245,302,8,654,17
2429:17,5254,40846,63236,64603,354,70,94,245,1382
2447:285,787,29,542,564,364,518,15,61,8
2452:12832,2282,30791,698,6387,2265,35268,95533,48061,20575
2453:29657,71417,23740,4535,47321,20408,11861,1231,596,16642
2454:17,1352,1527,508,8,564,3107,76,616,518
2456:76,64125,17,1196,8,616,70,650,58,518
2461:542,518,61,1196,29,6,289,101,70,902
2464:8,654,32,616,542,12883,736,58,245,518
2465:508,15,542,3235,76,1382,84,327,616,364
2469:61,616,518,245,8,542,302,32,58,103
2489:2632,168,719,984,1326,8860,5480,801,1400,10778
2491:2319,873,931,1276,431,4697,1539,219,718,4194
2499:1097,50804,302,13523,650,598,17,1274,58,113414
2500:7334,654,8,76,4671,542,84,616,2480,787
2501:162,931,17,6691,1405,3169,76,302,22827,947
2505:616,542,17,654,58,32,29,15,518,554
2510:30139,30152,3683,1460,3650,40898,55379,17,61999,2406
2515:37186,564,17,24059,31813,9222,93881,4498,19637,63133
2518:3928,5097,5670,56946,361,4880,698,40,866,262
2520:17,616,542,302,654,58,15,650,84,564
2521:616,654,58,8,302,518,650,542,564,15
2524:8,17,105466,57070,74828,81809,108099,62223,109464,104608
2536:302,17,542,15,8,518,84,76,564,322
2541:58,654,32,302,518,564,1196,861,364,8
2547:27535,17,654,302,8,616,650,58,23503,518
2553:9134,19507,24706,8895,25366,82329,7046,35177,76724,91343
2558:661,17,76,5557,1528,616,58,2153,3601,8
2560:616,58,787,15,84,1196,76,289,486,245
2563:58,861,654,302,564,15,650,29,486,76
2573:616,58,76,8,245,285,65,518,29,182
2591:616,302,861,17,654,58,62,8,114,1535
2596:9906,147,578,10121,5343,19233,30301,2615,6511,542
2597:500,654,302,76,542,564,5767,508,650,17
2601:17,36266,7334,311,11855,83175,1077,787,2543,780
2604:367,8167,12332,616,70,226,14841,2967,564,354
2611:654,8,542,616,84,518,302,245,1119,787
2612:58,302,542,17,654,861,15,554,518,84
2615:861,32,8,76,650,542,518,245,61,224
2625:245,1827,2714,2403,9354,1524,3207,774,8,21963
2626:302,616,518,84,564,162,76,224,2897,699
2634:8213,42194,25082,77334,71850,20517,83929,10046,422,18477
2636:542,354,616,654,15,58,1511,861,8,61
2639:26621,50744,35688,115669,7182,75057,72710,89595,75265,377
2650:2123,4308,75058,17731,86115,5122,90235,88022,14600,13766
2661:616,17,61,245,1099,1405,654,1245,8,239
2663:59567,75789,51191,60884,4600,17,59825,23704,41242,115958
2666:17,654,58,616,302,76,787,542,8,861
2676:654,322,518,179,1102,289,162,24698,8213,4113
2689:17,616,654,542,8,302,58,861,15,84
2693:790,118736,3419,10408,21813,8,17,650,891,27340
2708:17,8,654,616,302,542,58,564,32,650
2709:17,245,131,616,518,542,8,2955,1405,15
2713:13615,245,508,17,70656,40590,4008,55527,1239,88280
2715:984,1400,661,135,8733,801,2153,5557,760,2103
2716:16542,986,81,500,616,226,8,542,3789,10239
2727:58,616,70,29,61,15,101,650,518,84
2730:17,616,518,654,8,542,58,15,508,327
2731:616,650,29,18127,8,861,182,542,84,76
2734:564,76,736,17,518,616,947,650,861,58
2735:1527,1712,12990,3172,3107,8848,4825,24581,17,508
2737:38152,33585,36349,40488,17,15,616,654,518,302
2745:245,542,32,1987,877,15,4268,17,4671,1126
2746:27209,16151,5595,24118,4158,13137,32863,38773,35685,20922
2748:76,15,1352,2139,5287,5117,1370,2310,4268,554
2756:1550,302,32,616,654,162,861,114,58,564
2760:564,542,364,554,650,76,103,1936,1509,2223
2776:8178,87246,669,225,4292,7680,1592,2983,924,5184
2799:508,39328,96172,83281,82336,99108,87912,61513,104966,38225
2802:48964,76,1140,11436,4753,20972,110317,17265,79262,654
2803:2595,2074,88529,11718,94755,33572,670,14237,19829,347
2804:508,224,650,2937,1614,925,10455,97,654,511
2805:17,908,124,542,2121,5582,15,496,518,1410
2812:650,302,8,289,654,861,245,364,736,15
2815:984,168,719,12136,30976,1400,463,1326,5480,135
2827:17390,8964,17,616,302,58,8,273,654,15540
2831:58,654,84,322,138,94,2030,6,736,76
2846:518,616,302,61,245,542,654,15,84,7655
2848:17,616,654,76,289,521,162,285,15,518
2853:18850,698,1867,827,5550,9250,16962,12631,15971,84210
2854:35144,29,6,654,245,518,1119,65,302,10041
2857:1133,57431,353,4797,654,245,302,1951,2268,650
2858:84,17,29,354,15,1102,101,650,542,17864
2861:5975,14814,2543,533,911,4625,34070,1011,17316,20641
2871:378,17,245,4755,3915,7006,1589,76,70,2715
2907:302,654,289,285,1109,616,58,84,8,3234
2912:76,508,3789,17,226,168,984,1023,10267,8860
2914:17,8,76,654,518,302,245,32,58,364
2924:168,984,1400,1326,5480,574,1147,16956,2370,719
2925:564,17,76,61,168,10999,79576,15337,81,226
2947:90863,2741,66050,18970,8643,24301,46125,66993,16883,1263
2951:17,6,30839,483,616,224,62,302,94,13062
2959:944,7869,616,302,70,17,654,486,15,32
2960:17,654,302,4268,542,899,616,8,891,58
2963:616,1089,17,861,356,1102,8,654,542,58
2965:984,698,29475,3789,6097,135,564,5557,18240,650
2967:616,245,8,654,564,302,65,508,58,76
2970:616,17,654,302,8,58,15498,564,2503,114
2977:59612,17,302,654,84,58,616,8,29,542
2981:650,8,76,285,542,29,101,84,1196,322
2989:17,616,1196,650,654,402,302,542,787,76
2990:29000,22420,13581,5975,16717,76,2543,311,4671,8
3002:1247,17,302,654,76,616,58,8,866,84
3004:168,984,8733,8860,574,1400,1326,5480,463,72
3011:15928,1164,54846,654,11851,60955,14246,65157,60691,64626
3013:4755,508,1023,3107,8772,302,10981,76,10041,2880
3037:42168,17,302,654,76,616,58,8,866,84
3038:247,6503,50306,10492,16016,69606,70543,7021,36612,54368
3044:289,554,1405,6527,15,8,787,1471,3162,1987
3070:4146,10692,8783,2354,26437,11653,12093,24647,2857,17622
3081:26821,62,394,28651,54538,42534,84077,17,616,1382
3100:76,650,302,1987,32,616,1140,61,1196,4941
3102:984,168,1400,5480,574,8733,719,463,14754,1326
3105:402,508,564,17,418,654,103,363,8,65
3107:70,76,17,1023,654,302,521,616,58,354
3110:81,4021,16763,17,29,616,16359,48341,1842,35716
3111:58,302,616,654,289,542,650,1511,101,518
3113:650,17,302,542,654,58,15,6,76,1196
3121:8,1535,101,4268,542,564,861,899,239,4374
3125:289,302,224,2193,17,364,654,616,58,564
3126:891,108795,106935,114921,22288,90549,11009,21231,71061,90705
3129:302,616,8,61,542,29,861,564,84,76
3139:190,38411,9739,9138,19276,422,345,30639,14186,1239
3144:463,5480,8733,760,22215,15931,719,5557,38046,68700
3152:17,236,8,654,58,616,518,302,11,10217
3166:66521,119960,112545,110858,848,3003,2593,6846,9877,12115
3167:17,76,564,654,302,616,508,1023,70,58
3169:542,518,616,8,654,15,302,61,58,1405
3170:34249,46777,66088,302,654,17,564,58,95151,38500
3172:7769,17,650,302,48214,861,508,17146,736,47133
3176:616,58,650,508,542,15,76,5344,518,402
3183:10692,6901,8783,4146,12093,28389,16658,8129,1651,27427
3184:14452,111704,1749,8935,2139,2275,79612,3407,43489,46541
3193:8,58,76,518,61,6,289,285,364,354
3195:17,1471,1405,105,363,3025,1023,295,364,245
3220:2059,1196,224,616,76,1140,1109,15,650,542
3229:616,81,1140,17,1790,654,650,542,58,302
3234:20591,1102,302,518,1762,616,19164,58,354,70
3237:110318,41101,28760,54099,38702,102041,22678,58923,87614,9915
3238:97793,27175,105916,42167,109091,61812,102350,105394,53156,112018
3239:17,8,518,58,542,84,616,564,902,1102
3246:911,533,1337,11590,5319,8772,603,14814,30490,18802
3258:17,8,654,58,542,84,564,861,29,554
3263:616,861,17,902,654,84,8,15,1382,542
3264:168,719,2715,1460,1326,5738,1205,2318,2337,4453
3277:168,10267,1400,719,984,5480,2318,76,801,135
3279:364,17,224,2121,20734,1360,1086,7685,616,2101
3295:1730,2139,3484,2292,5097,5670,4880,17,226,5812
3305:10671,698,6310,20223,56154,29534,135,4877,9524,25513
3306:12690,28996,6901,28389,27427,11653,2857,49594,2354,8129
3308:17,654,302,15,542,84,616,8,245,402
3309:616,302,542,861,84,650,29,564,1196,518
3319:3003,14309,59172,114883,85605,55547,63742,45930,43383,34540
3320:3196,2548,10541,8069,7160,5111,197,17380,31585,12565
3328:616,58,76,245,8,138,518,6,542,61
3329:21045,68549,7211,16680,226,81,986,3239,2967,6824
3335:654,285,58,616,22008,59585,34983,61,518,542
3346:17,2375,787,245,518,616,542,70,2302,61
3352:17,58,302,76,8,15,101,508,542,289
3353:16624,17,11588,616,12455,11821,1099,15,654,8
3360:2097,12859,1102,302,84,518,262,61,616,15
3374:289,182,70145,1196,654,518,542,58,4146,6
3376:17,84,354,94,239,1102,654,616,302,15
3383:29,302,1099,17,654,84,1762,1690,5604,103598
3386:776,12253,4203,14750,10675,4212,14336,10641,17,6673
3411:650,564,17,654,518,656,616,302,58,9536
3412:12039,63481,71593,104247,86514,76480,56533,129,88275,72467
3413:17,84,616,131,4268,1744,94,518,654,947
3416:4755,2880,12522,10041,4568,1527,1923,12990,8848,7831
3419:17,654,616,15,650,8,518,32,29,554
3421:17,8,84,518,861,564,542,650,101,32
3423:654,302,32,76,245,542,564,101,1382,364
3426:84,654,302,616,17,58,8,101,542,861
3428:17,32,8,302,1196,654,542,1086,15,3474
3429:654,302,542,8,76,518,650,15,61,224
3431:3225,88768,80576,47290,2139,76,34500,1730,683,347
3432:58,15,3234,162,66,17,650,2512,98545,698
